traditional,simplified
此之謂不令之民也,此之谓不令之民也
史兼執筮與卦以告于主人：占曰從,史兼执筮与卦以告于主人：占曰从
一曰：魯人有自喜者，見長年飲酒不能釂，則唾之，亦效唾之,一曰：鲁人有自喜者，见长年饮酒不能釂，则唾之，亦效唾之
,
君子終日言，不在尤之中,君子终日言，不在尤之中
,
,
與子西、子期謀，潛師閉塗，逆越女之子章立之，而後還,与子西、子期谋，潜师闭涂，逆越女之子章立之，而后还
辨而不當論，信而不當理，勇而不當義，法而不當務，惑而乘驥也，狂而操吳干將也，大亂天下者，必此四者也,辨而不当论，信而不当理，勇而不当义，法而不当务，惑而乘骥也，狂而操吴干将也，大乱天下者，必此四者也
,
若崩厥角稽首,若崩厥角稽首
《象》曰：鳴謙，志未得也,《象》曰：鸣谦，志未得也
管氏而知禮，孰不知禮,管氏而知礼，孰不知礼
然則孔子非與,然则孔子非与
曰：然則孔子之仕也，非事道與,曰：然则孔子之仕也，非事道与
征，凶,征，凶
,
令尹使視郤氏，則有甲焉,令尹使视郤氏，则有甲焉
謝子至，說王，王弗聽,谢子至，说王，王弗听
二人固不善雎也，必以秦合韓、魏,二人固不善雎也，必以秦合韩、魏
申侘傺之煩惑兮，中悶瞀之忳忳,申侘傺之烦惑兮，中闷瞀之忳忳
而宋榮子猶然笑之,而宋荣子犹然笑之
,
維昔之富，不如時,维昔之富，不如时
武王烝哉,武王烝哉
旊人爲簋，實一觳，崇尺，厚半寸，唇寸,旊人为簋，实一觳，崇尺，厚半寸，唇寸
何環穿自閭社丘陵，爰出子文,何环穿自闾社丘陵，爰出子文
其曰復，通王命也,其曰复，通王命也
管人授御者沐，乃沐,管人授御者沐，乃沐
左軍亦如之，皆赤常、赤旟、丹甲、朱羽之矰，望之如火,左军亦如之，皆赤常、赤旟、丹甲、朱羽之矰，望之如火
内辭也，與其子俱來朝也,内辞也，与其子俱来朝也
,
故所遇術者，如造父之遇驚馬，牽馬推車則不能進，代御執轡持筴則馬咸騖矣,故所遇术者，如造父之遇惊马，牵马推车则不能进，代御执辔持䇲则马咸骛矣
今之隱机者，非昔之隱机者也,今之隐机者，非昔之隐机者也
,
,
,
人之情，莫不有重，莫不有輕,人之情，莫不有重，莫不有轻
,
此聘也，其言伐之何,此聘也，其言伐之何
,
茀厥豐草，種之黃茂,茀厥丰草，种之黄茂
君聞而賢之，曰：孝哉,君闻而贤之，曰：孝哉
問庶人之富，數畜以對,问庶人之富，数畜以对
惡州吁而厚與焉,恶州吁而厚与焉
小臣，上士四人,小臣，上士四人
士不攝大夫，士攝大夫，唯宗子,士不摄大夫，士摄大夫，唯宗子
九月，僑如以夫人婦姜氏至自齊,九月，侨如以夫人妇姜氏至自齐
卷十九吳語,卷十九吴语
後數日，入朝，言於秦昭王曰：客新有從山東來者蔡澤，其人辯士,后数日，入朝，言于秦昭王曰：客新有从山东来者蔡泽，其人辩士
周公黑肩將左軍，陳人屬焉,周公黑肩将左军，陈人属焉
,
,
玉足以庇廕嘉穀，使無水旱之災，則寶之,玉足以庇荫嘉谷，使无水旱之灾，则宝之
不離於真，謂之至人,不离于真，谓之至人
,
命有司爲民祈祀山川百原，大雩帝，用盛樂,命有司为民祈祀山川百原，大雩帝，用盛乐
曰：如爾所不知何,曰：如尔所不知何
白圭曰：吾欲二十而取一，何如,白圭曰：吾欲二十而取一，何如
,
十年，春，王正月，公敗齊師于長勺,十年，春，王正月，公败齐师于长勺
曷爲待君命然後卒大夫,曷为待君命然后卒大夫
命筮曰：孝孫某，諏此某事，適其皇祖某子，筮某之某爲尸,命筮曰：孝孙某，诹此某事，适其皇祖某子，筮某之某为尸
兩𦿉皆降，實爵于篚,两𦿉皆降，实爵于篚
矢以柘若棘，無去其皮，大七分,矢以柘若棘，无去其皮，大七分
乃羞，無筭爵,乃羞，无筭爵
子列子笑謂之曰：君非自知我也,子列子笑谓之曰：君非自知我也
《象》曰：觀國之光，尚賓也,《象》曰：观国之光，尚宾也
,
是月也，可以築城郭，建都邑，穿竇窌，修囷倉,是月也，可以筑城郭，建都邑，穿窦窌，修囷仓
,
諸侯社稷皆少牢,诸侯社稷皆少牢
晉侯使士鞅來聘,晋侯使士鞅来聘
何以不稱弟,何以不称弟
爲兄後也,为兄后也
卒投，司射執筭曰：左右卒投，請數,卒投，司射执筭曰：左右卒投，请数
出遇虞卿曰：爲入必語從,出遇虞卿曰：为入必语从
《象》曰：其子和之，中心願也,《象》曰：其子和之，中心愿也
后德惟臣，不德惟臣,后德惟臣，不德惟臣
閔子騫曰：善爲我辭焉,闵子骞曰：善为我辞焉
,
,
不如人罰二甲而復與爲治,不如人罚二甲而复与为治
亦服爾耕，十千維耦,亦服尔耕，十千维耦
叔孫豹會晉趙武、楚公子圍、齊國弱、宋向戌、衛齊惡、陳公子招、蔡公孫歸生、鄭罕虎、許人、曹人于虢,叔孙豹会晋赵武、楚公子围、齐国弱、宋向戌、卫齐恶、陈公子招、蔡公孙归生、郑罕虎、许人、曹人于虢
自十有二月不雨，至于秋七月,自十有二月不雨，至于秋七月
,
逆旅人有妾二人，其一人美，其一人惡，惡者貴而美者賤,逆旅人有妾二人，其一人美，其一人恶，恶者贵而美者贱
凡隙屋，除其貍蟲,凡隙屋，除其狸虫
于憂茲難，近飽于卹,于忧兹难，近饱于恤
曰：難言也,曰：难言也
愛之欲其生，惡之欲其死,爱之欲其生，恶之欲其死
愉州氏伐之，君孤而無使，曲集以亡,愉州氏伐之，君孤而无使，曲集以亡
四年春王三月，楚武王荆尸，授師孑焉，以伐隨,四年春王三月，楚武王荆尸，授师孑焉，以伐随
爲計而使諸侯有意我之心，至殆也,为计而使诸侯有意我之心，至殆也
,
人者，衆辭也,人者，众辞也
性之直者，則有之矣,性之直者，则有之矣
成湯監於夏桀，故主其心而慎治之，是以能長用伊尹而身不失道，此其所以代夏王而受九有也,成汤监于夏桀，故主其心而慎治之，是以能长用伊尹而身不失道，此其所以代夏王而受九有也
信以結之，則民不倍,信以结之，则民不倍
形就而入，且爲顛爲滅，爲崩爲蹶,形就而入，且为颠为灭，为崩为蹶
盟于黃父，公不與盟,盟于黄父，公不与盟
吾令鳳鳥飛騰兮，繼之以日夜,吾令凤鸟飞腾兮，继之以日夜
不可謂指者，非指也,不可谓指者，非指也
關龍逢，……其在《竹書》，始以爲諫瑤臺．……逮汲冢張華書則更以爲諫長夜之宮，而薦之以必亡之語．,关龙逢，……其在《竹书》，始以为谏瑶台．……逮汲冢张华书则更以为谏长夜之宫，而荐之以必亡之语．
險阻既遠，鳥獸之害人者消，然後人得平土而居之,险阻既远，鸟兽之害人者消，然后人得平土而居之
此五者有一於人，則不得免於君子之誅，而少正卯兼有之,此五者有一于人，则不得免于君子之诛，而少正卯兼有之
立視前六尺而大之，六六三十六，三丈六尺,立视前六尺而大之，六六三十六，三丈六尺
載震載夙，載生載育，時維后稷,载震载夙，载生载育，时维后稷
欲令成王之知父子、君臣、長幼之義也,欲令成王之知父子、君臣、长幼之义也
萬章問曰：《詩》云：娶妻如之何,万章问曰：《诗》云：娶妻如之何
每一人獻，則薦諸其席,每一人献，则荐诸其席
掌病行於國中，以問病爲事,掌病行于国中，以问病为事
善結無繩約而不可解,善结无绳约而不可解
有爲之者，其爲不得利，必以害反,有为之者，其为不得利，必以害反
在内，雖當國不地也,在内，虽当国不地也
以度量受之，以共財用,以度量受之，以共财用
《詩》曰：我任我輦，我車我牛，我行既集，蓋云歸哉,《诗》曰：我任我辇，我车我牛，我行既集，盖云归哉
榮辱之大分，安危利害之常體：先義而後利者榮，先利而後義者辱,荣辱之大分，安危利害之常体：先义而后利者荣，先利而后义者辱
嚴刑罰，則民遠邪,严刑罚，则民远邪
湯、武遭亂世，臨苦民，揚其義，成其功，因也,汤、武遭乱世，临苦民，扬其义，成其功，因也
地何以從主人,地何以从主人
是月也，日夜分，雷乃發聲，始電,是月也，日夜分，雷乃发声，始电
失天下，滅宗廟，人主莫不惡也,失天下，灭宗庙，人主莫不恶也
人之生固小人，無師無法則唯利之見耳,人之生固小人，无师无法则唯利之见耳
我日構禍，曷云能穀,我日构祸，曷云能谷
宣子說，使獻子如衛弔，且反戚田,宣子说，使献子如卫吊，且反戚田
張孟談曰：夫董閼安于，簡主之才臣也，世治晉陽，而尹澤循之，其餘政教猶存，君其定居晉陽,张孟谈曰：夫董阏安于，简主之才臣也，世治晋阳，而尹泽循之，其余政教犹存，君其定居晋阳
吳子使其弟蹶由犒師，楚人執之，將以釁鼓,吴子使其弟蹶由犒师，楚人执之，将以衅鼓
於是知朔生盈而死，盈生六年而武子卒，彘裘亦幼，皆未可立也,于是知朔生盈而死，盈生六年而武子卒，彘裘亦幼，皆未可立也
迺慰迺止，迺左迺右，迺疆迺理，迺宣迺畝,迺慰迺止，迺左迺右，迺疆迺理，迺宣迺亩
旦而戰，見星未已,旦而战，见星未已
武王使尚父與伯夫致師,武王使尚父与伯夫致师
以其聲，處其實,以其声，处其实
雚未秀爲菼，葦未秀爲蘆,雚未秀为菼，苇未秀为芦
,
,
當今之世，爲人主忠計者，必無使燕王說魯人，無使近世慕賢於古，無思越人以救中國溺者,当今之世，为人主忠计者，必无使燕王说鲁人，无使近世慕贤于古，无思越人以救中国溺者
,
知則攫盜而漸，愚則毒賊而亂,知则攫盗而渐，愚则毒贼而乱
趙王喜，乃案兵告於秦曰：齊以陽武賜弊邑而納順子，欲以解伐,赵王喜，乃案兵告于秦曰：齐以阳武赐弊邑而纳顺子，欲以解伐
楚師遷潛於南岡而還,楚师迁潜于南冈而还
孔子曰：大哉，堯之爲君,孔子曰：大哉，尧之为君
祝告：利成,祝告：利成
故君子欲譽則謹其所便，欲名則謹於左右,故君子欲誉则谨其所便，欲名则谨于左右
子吁焉其色曰：嘻,子吁焉其色曰：嘻
雜申椒與箘桂兮，豈維紉夫蕙茝,杂申椒与箘桂兮，岂维纫夫蕙茝
,
今吳王淫於樂而忘其百姓，亂民功，逆天時,今吴王淫于乐而忘其百姓，乱民功，逆天时
今海鳥至，己不知而祀之，以爲國典，難以爲仁且智矣,今海鸟至，己不知而祀之，以为国典，难以为仁且智矣
臣聞之：服於有禮，社稷之衛也,臣闻之：服于有礼，社稷之卫也
太子不勝，然而不死，今將倒冠而至，又安敢言地,太子不胜，然而不死，今将倒冠而至，又安敢言地
,
二十二年春王正月,二十二年春王正月
相也者，百官之長也，擇者欲其博也,相也者，百官之长也，择者欲其博也
啟佑我後人，咸以正罔缺,启佑我后人，咸以正罔缺
若是，則紀氏其強本節用，適足以使其民穀盡而不能理，爲天下虜，是以其國亡而身無所處,若是，则纪氏其强本节用，适足以使其民谷尽而不能理，为天下虏，是以其国亡而身无所处
芙蓉始發，雜芰荷些,芙蓉始发，杂芰荷些
厥土惟塗泥，厥田惟下下，厥賦下上，上錯,厥土惟涂泥，厥田惟下下，厥赋下上，上错
《竹書紀年》曰：梁惠王九年，晉取泫氏．,《竹书纪年》曰：梁惠王九年，晋取泫氏．
,
,
晉平公，杞出也，故治杞,晋平公，杞出也，故治杞
,
出戰不克，入處不安，不智,出战不克，入处不安，不智
若以慈衛之也，事必萬全，而舉無不當，則謂之寶矣,若以慈卫之也，事必万全，而举无不当，则谓之宝矣
皆有祭,皆有祭
凡此五物者，治其事故,凡此五物者，治其事故
振振君子，歸哉歸哉,振振君子，归哉归哉
大夫揖讓如初,大夫揖让如初
善教者使人繼其志,善教者使人继其志
,
,
曰：得其白，得其堅，見與不見離,曰：得其白，得其坚，见与不见离
公會齊侯于讙，夫人姜氏至自齊,公会齐侯于讙，夫人姜氏至自齐
令外內命婦序哭,令外内命妇序哭
,
九十已上，盡家無征，日有酒肉,九十已上，尽家无征，日有酒肉
王曰：有何面目復見寡人,王曰：有何面目复见寡人
遂告于諸侯曰：寡君有不令之臣達，構我敝邑于大國，既伏其罪矣,遂告于诸侯曰：寡君有不令之臣达，构我敝邑于大国，既伏其罪矣
,
孟子曰：何以言之,孟子曰：何以言之
王若欲置相於秦乎,王若欲置相于秦乎
,
,
匪疚匪棘，王國來極,匪疚匪棘，王国来极
奉衣服者入門左，在位者皆辟也,奉衣服者入门左，在位者皆辟也
滕文公問曰：滕，小國也，竭力以事大國，則不得免焉，如之何則可,滕文公问曰：滕，小国也，竭力以事大国，则不得免焉，如之何则可
,
茍非其人，簞食豆羹見於色,茍非其人，箪食豆羹见于色
,
我亡，吾二昆其憂哉,我亡，吾二昆其忧哉
人同於己則可，不同於己，雖善不善，謂之矜,人同于己则可，不同于己，虽善不善，谓之矜
